stn;time;hns010d0;qhns010d0;mhns010d0;hns002d0;qhns002d0;mhns002d0;hto000d0;qhto000d0;mhto000d0;hns003d0;qhns003d0;mhns003d0;hns004d0;qhns004d0;mhns004d0;hns005d0;qhns005d0;mhns005d0;hns000d0;qhns000d0;mhns000d0
INNSWZ;20210424;10.6;0;0;19.2;0;0;19.2;0;0;5.6;0;0;18.8;0;0;12.0;0;0;21.5;0;0;4.8;0;0;13.5;0;0;21.5;0;0;5.7;0;0;16.8;0;0;4.8;0;0
INNSWZ;20210425;10.4;0;0;18.4;0;0;17.9;0;0;9.6;0;0;17.7;0;0;11.0;0;0;21.1;0;0;9.1;0;0;14.1;0;0;21.1;0;0;9.8;0;0;16.7;0;0;9.1;0;0
INNSWZ;20210426;9.0;0;0;15.5;0;0;16.3;0;0;-;-;-;16.1;0;0;10.1;0;0;18.1;0;0;7.8;0;0;12.5;0;0;18.1;0;0;9.0;0;0;14.4;0;0;7.8;0;0
INNSWZ;20210427;-;-;-;16.5;0;0;17.4;0;0;7.3;0;0;17.1;0;0;12.7;0;0;19.3;0;0;6.9;0;0;12.9;0;0;19.3;0;0;7.5;0;0;14.8;0;0;6.9;0;0
INNSWZ;20210428;-;-;-;-;-;-;-;-;-;11.3;0;0;16.4;0;0;12.1;0;0;21.2;0;0;11.0;0;0;14.9;0;0;21.2;0;0;11.7;0;0;17.4;0;0;11.0;0;0
INNSWZ;20210429;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12.1;0;0;8.7;0;0;10.8;0;0;-;-;-;-;-;-;-;-;-;9.6;0;0
INNSWZ;20210430;-;-;-;-;-;-;-;-;-;-;-;-;8.0;0;0;7.0;0;0;16.4;0;0;6.7;0;0;9.7;0;0;16.4;0;0;8.0;0;0;11.8;0;0;-;-;-
INNSWZ;20210501;-;-;-;8.0;0;0;-;-;-;-;-;-;7.7;0;0;5.7;0;0;-;-;-;-;-;-;7.4;0;0;-;-;-;-;-;-;-;-;-;6.6;0;0
INNSWZ;20210502;-;-;-;-;-;-;-;-;-;-;-;-;7.6;0;0;4.6;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4.3;0;0
INNSWZ;20210503;-;-;-;-;-;-;-;-;-;-;-;-;12.9;0;0;6.8;0;0;15.8;0;0;3.1;0;0;9.2;0;0;-;-;-;-;-;-;-;-;-;3.1;0;0
INNSWZ;20210504;-;-;-;-;-;-;-;-;-;-;-;-;15.5;0;0;12.2;0;0;19.1;0;0;4.2;0;0;12.6;0;0;19.1;0;0;6.3;0;0;15.7;0;0;4.2;0;0
INNSWZ;20210505;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9.2;0;0;-;-;-;-;-;-;-;-;-;9.2;0;0
INNSWZ;20210506;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11.8;0;0;5.6;0;0;8.5;0;0;-;-;-;-;-;-;-;-;-;-;-;-
INNSWZ;20210507;-;-;-;-;-;-;-;-;-;-;-;-;8.7;0;0;4.9;0;0;9.7;0;0;4.0;0;0;7.7;0;0;9.7;0;0;6.8;0;0;8.2;0;0;-;-;-
INNSWZ;20210508;-;-;-;18.5;0;0;-;-;-;-;-;-;17.9;0;0;10.5;0;0;20.2;0;0;2.7;0;0;12.0;0;0;-;-;-;-;-;-;-;-;-;2.7;0;0
INNSWZ;20210509;-;-;-;-;-;-;-;-;-;-;-;-;22.9;0;0;22.2;0;0;27.3;0;0;7.4;0;0;19.1;0;0;-;-;-;-;-;-;-;-;-;7.4;0;0
INNSWZ;20210510;-;-;-;20.6;0;0;-;-;-;-;-;-;16.2;0;0;12.6;0;0;23.7;0;0;11.4;0;0;19.2;0;0;-;-;-;-;-;-;-;-;-;20.5;0;0
INNSWZ;20210511;-;-;-;-;-;-;-;-;-;-;-;-;10.5;0;0;8.7;0;0;16.8;0;-8;8.5;0;-8;11.5;0;-8;16.8;0;-17;10.4;0;-17;12.7;0;-17;10.9;0;0
INNSWZ;20210512;-;-;-;-;-;-;-;-;-;-;-;-;12.8;0;0;8.4;0;0;15.5;0;-1;7.1;0;-1;10.5;0;-1;15.5;0;-1;8.0;0;-1;12.3;0;-1;7.6;0;0
INNSWZ;20210513;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6.7;0;0
INNSWZ;20210514;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
INNSWZ;20210515;-;-;-;13.4;0;0;-;-;-;-;-;-;9.6;0;0;8.0;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
INNSWZ;20210516;-;-;-;-;-;-;-;-;-;-;-;-;10.3;0;0;9.0;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6.9;0;0
INNSWZ;20210517;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7.6;0;0
INNSWZ;20210518;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
INNSWZ;20210519;-;-;-;-;-;-;-;-;-;-;-;-;8.6;0;0;7.0;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
INNSWZ;20210520;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6.4;0;0
INNSWZ;20210521;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
INNSWZ;20210522;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
INNSWZ;20210523;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
INNSWZ;20210524;-;-;-;-;-;-;-;-;-;-;-;-;13.1;0;0;10.4;0;0;-;-;-;-;-;-;-;-;-;15.0;0;0;10.0;0;0;13.5;0;0;-;-;-
INNSWZ;20210525;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8.1;0;0
INNSWZ;20210526;-;-;-;-;-;-;-;-;-;-;-;-;14.0;0;0;11.4;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
INNSWZ;20210527;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9.5;0;0
INNSWZ;20210528;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
INNSWZ;20210529;-;-;-;17.4;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
INNSWZ;20210530;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
INNSWZ;20210531;-;-;-;-;-;-;-;-;-;-;-;-;21.1;0;0;13.5;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
INNSWZ;20210601;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9.9;0;0
INNSWZ;20210602;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26.2;0;-1;13.3;0;-1;18.7;0;-1;26.2;0;-1;15.8;0;-1;21.6;0;-1;-;-;-
INNSWZ;20210603;-;-;-;-;-;-;-;-;-;-;-;-;24.5;0;0;18.8;0;0;-;-;-;-;-;-;-;-;-;26.5;0;0;15.4;0;0;23.1;0;0;-;-;-
INNSWZ;20210604;-;-;-;-;-;-;-;-;-;-;-;-;23.7;0;0;17.6;0;0;25.2;0;0;15.4;0;0;20.3;0;0;-;-;-;-;-;-;-;-;-;15.4;0;0
INNSWZ;20210605;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18.1;0;0;13.7;0;0;15.7;0;0;-;-;-;-;-;-;-;-;-;14.7;0;0
INNSWZ;20210606;-;-;-;-;-;-;16.9;0;0;-;-;-;16.7;0;0;14.8;0;0;-;-;-;-;-;-;16.3;0;0;19.2;0;0;14.7;0;0;17.7;0;0;-;-;-
INNSWZ;20210607;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15.1;0;0;18.7;0;0;13.9;0;0;15.6;0;0;-;-;-;-;-;-;-;-;-;13.9;0;0
INNSWZ;20210608;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
INNSWZ;20210609;-;-;-;-;-;-;-;-;-;-;-;-;16.7;0;0;13.4;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
INNSWZ;20210610;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11.2;0;0
INNSWZ;20210611;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19.6;0;0;26.2;0;0;15.1;0;0;22.1;0;0;-;-;-
INNSWZ;20210612;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
INNSWZ;20210613;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
INNSWZ;20210614;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
INNSWZ;20210615;-;-;-;-;-;-;-;-;-;-;-;-;28.3;0;0;20.6;0;0;-;-;-;-;-;-;-;-;-;29.9;0;-6;17.5;0;-6;26.3;0;-6;-;-;-
INNSWZ;20210616;-;-;-;29.2;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17.1;0;0
INNSWZ;20210617;-;-;-;30.7;0;0;-;-;-;-;-;-;30.3;0;0;23.4;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
INNSWZ;20210618;-;-;-;-;-;-;-;-;-;-;-;-;28.1;0;0;21.1;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19.8;0;0
INNSWZ;20210619;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18.4;0;0
INNSWZ;20210620;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
INNSWZ;20210621;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
INNSWZ;20210622;-;-;-;-;-;-;18.9;0;0;-;-;-;18.8;0;0;16.5;0;0;20.5;0;0;15.7;0;0;17.6;0;0;20.5;0;0;16.4;0;0;18.5;0;0;-;-;-
INNSWZ;20210623;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15.9;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15.5;0;0
INNSWZ;20210624;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23.7;0;0;13.3;0;0;16.2;0;0;-;-;-;-;-;-;-;-;-;-;-;-
INNSWZ;20210625;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
INNSWZ;20210626;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
INNSWZ;20210627;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
INNSWZ;20210628;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17.2;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
INNSWZ;20210629;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
INNSWZ;20210630;-;-;-;-;-;-;-;-;-;-;-;-;16.2;0;0;13.4;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
INNSWZ;20210701;-;-;-;-;-;-;-;-;-;-;-;-;17.1;0;0;15.1;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12.2;0;0
INNSWZ;20210702;-;-;-;-;-;-;-;-;-;-;-;-;22.5;0;0;16.6;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13.1;0;0
INNSWZ;20210703;-;-;-;-;-;-;-;-;-;16.0;0;0;-;-;-;-;-;-;23.8;0;0;14.1;0;0;18.0;0;0;-;-;-;-;-;-;-;-;-;14.1;0;0
INNSWZ;20210704;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20.1;0;0;14.4;0;0;16.9;0;0;-;-;-;-;-;-;-;-;-;-;-;-
INNSWZ;20210705;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
INNSWZ;20210706;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28.0;0;0;14.2;0;0;19.2;0;0;-;-;-;-;-;-;-;-;-;-;-;-
INNSWZ;20210707;-;-;-;-;-;-;-;-;-;-;-;-;18.2;0;0;16.6;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
INNSWZ;20210708;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12.2;0;0;19.4;0;0;11.8;0;0;15.4;0;0;-;-;-;-;-;-;-;-;-;15.7;0;0
INNSWZ;20210709;-;-;-;-;-;-;-;-;-;-;-;-;21.3;0;0;14.9;0;0;23.2;0;0;11.7;0;0;16.9;0;0;-;-;-;-;-;-;-;-;-;-;-;-
INNSWZ;20210710;-;-;-;24.1;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19.1;0;0;-;-;-;-;-;-;-;-;-;12.0;0;0
INNSWZ;20210711;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
INNSWZ;20210712;-;-;-;-;-;-;-;-;-;-;-;-;25.8;0;0;19.2;0;0;26.9;0;0;13.6;0;0;20.6;0;0;-;-;-;-;-;-;-;-;-;-;-;-
INNSWZ;20210713;-;-;-;-;-;-;-;-;-;14.2;0;0;11.7;0;0;10.9;0;0;19.2;0;0;10.1;0;0;13.1;0;0;-;-;-;-;-;-;-;-;-;14.2;0;0
INNSWZ;20210714;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10.1;0;0
INNSWZ;20210715;-;-;-;-;-;-;-;-;-;-;-;-;16.0;0;0;14.3;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
INNSWZ;20210716;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13.4;0;0
INNSWZ;20210717;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
INNSWZ;20210718;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
INNSWZ;20210719;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
INNSWZ;20210720;-;-;-;25.5;0;-100;-;-;-;-;-;-;-;-;-;-;-;-;27.6;0;-3;15.3;0;-3;21.5;0;-3;27.6;0;-7;17.0;0;-7;24.2;0;-7;-;-;-
INNSWZ;20210721;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
INNSWZ;20210722;-;-;-;-;-;-;-;-;-;-;-;-;26.8;0;0;19.9;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
INNSWZ;20210723;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16.5;0;0
INNSWZ;20210724;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
INNSWZ;20210725;17.1;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21.1;0;0;17.1;0;0;18.7;0;0;-;-;-;-;-;-;-;-;-;-;-;-
INNSWZ;20210726;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
INNSWZ;20210727;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
INNSWZ;20210728;-;-;-;18.2;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
INNSWZ;20210729;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
INNSWZ;20210730;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28.3;0;0;17.4;0;0;20.3;0;0;-;-;-;-;-;-;-;-;-;-;-;-
INNSWZ;20210731;-;-;-;-;-;-;-;-;-;-;-;-;20.7;0;0;15.6;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20.0;0;0;-;-;-
INNSWZ;20210801;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13.8;0;0
INNSWZ;20210802;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22.6;0;0;12.2;0;0;19.1;0;0;-;-;-
INNSWZ;20210803;-;-;-;-;-;-;15.3;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21.9;0;0;13.7;0;0;18.3;0;0;-;-;-
INNSWZ;20210804;-;-;-;-;-;-;-;-;-;-;-;-;15.2;0;-4;14.6;0;-4;16.0;0;0;12.8;0;0;14.5;0;0;16.0;0;0;13.5;0;0;15.2;0;0;-;-;-
INNSWZ;20210805;-;-;-;-;-;-;-;-;-;14.4;0;0;18.3;0;0;15.6;0;0;23.3;0;-2;14.1;0;-2;16.9;0;-2;-;-;-;-;-;-;-;-;-;14.1;0;-4
INNSWZ;20210806;-;-;-;-;-;-;-;-;-;16.3;0;0;21.7;0;0;17.6;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14.3;0;0
INNSWZ;20210807;-;-;-;-;-;-;-;-;-;16.3;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15.9;0;0
INNSWZ;20210808;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
INNSWZ;20210809;-;-;-;-;-;-;-;-;-;-;-;-;20.0;0;0;15.9;0;0;-;-;-;-;-;-;18.8;0;0;-;-;-;-;-;-;-;-;-;-;-;-
INNSWZ;20210810;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27.8;0;0;13.4;0;0;20.3;0;0;-;-;-;-;-;-;-;-;-;13.4;0;0
INNSWZ;20210811;-;-;-;-;-;-;-;-;-;-;-;-;25.0;0;0;18.9;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
INNSWZ;20210812;-;-;-;-;-;-;26.8;0;0;-;-;-;26.3;0;0;21.7;0;0;30.7;0;0;16.0;0;0;23.1;0;0;30.7;0;0;17.0;0;0;26.3;0;0;16.0;0;0
INNSWZ;20210813;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18.7;0;0
INNSWZ;20210814;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
INNSWZ;20210815;-;-;-;-;-;-;-;-;-;-;-;-;27.8;0;0;21.6;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
INNSWZ;20210816;-;-;-;-;-;-;-;-;-;-;-;-;18.1;0;0;15.2;0;0;20.5;0;0;15.7;0;0;17.9;0;0;-;-;-;-;-;-;-;-;-;19.5;0;0
INNSWZ;20210817;-;-;-;-;-;-;18.9;0;0;-;-;-;18.8;0;0;16.1;0;0;-;-;-;-;-;-;-;-;-;21.6;0;0;13.6;0;0;18.4;0;0;13.3;0;0
INNSWZ;20210818;-;-;-;-;-;-;-;-;-;-;-;-;20.7;0;0;17.7;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14.5;0;0
INNSWZ;20210819;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16.2;0;0
INNSWZ;20210820;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
INNSWZ;20210821;-;-;-;-;-;-;-;-;-;-;-;-;24.7;0;0;19.4;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
INNSWZ;20210822;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16.6;0;0
INNSWZ;20210823;-;-;-;-;-;-;-;-;-;-;-;-;18.7;0;0;15.5;0;0;23.5;0;0;13.8;0;0;17.5;0;0;-;-;-;-;-;-;-;-;-;-;-;-
INNSWZ;20210824;-;-;-;-;-;-;-;-;-;-;-;-;17.7;0;0;15.0;0;0;19.2;0;0;12.9;0;0;16.2;0;0;-;-;-;-;-;-;-;-;-;12.9;0;0
INNSWZ;20210825;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18.8;0;0;13.4;0;0;16.4;0;0;18.8;0;0;15.6;0;0;17.7;0;0;13.6;0;0
INNSWZ;20210826;-;-;-;22.2;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
INNSWZ;20210827;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17.3;0;0;22.2;0;0;14.6;0;0;18.8;0;0;-;-;-
INNSWZ;20210828;-;-;-;-;-;-;-;-;-;-;-;-;14.8;0;0;12.9;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
INNSWZ;20210829;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11.6;0;0
INNSWZ;20210830;-;-;-;-;-;-;15.3;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18.9;0;0;12.9;0;0;16.4;0;0;-;-;-
INNSWZ;20210831;-;-;-;-;-;-;-;-;-;-;-;-;17.2;0;0;12.3;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
INNSWZ;20210901;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22.1;0;0;9.8;0;0;15.8;0;0;-;-;-;-;-;-;-;-;-;9.8;0;0
INNSWZ;20210902;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23.3;0;0;11.2;0;0;17.0;0;0;-;-;-;-;-;-;19.3;0;0;-;-;-
INNSWZ;20210903;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25.5;0;0;13.8;0;0;18.7;0;0;-;-;-;-;-;-;-;-;-;-;-;-
INNSWZ;20210904;-;-;-;24.2;0;0;-;-;-;-;-;-;21.5;0;0;16.0;0;0;-;-;-;-;-;-;19.1;0;0;-;-;-;-;-;-;-;-;-;-;-;-
INNSWZ;20210905;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13.0;0;0
INNSWZ;20210906;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19.6;0;-1;-;-;-;-;-;-;-;-;-;-;-;-
INNSWZ;20210907;-;-;-;-;-;-;-;-;-;-;-;-;20.2;0;0;15.9;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
INNSWZ;20210908;-;-;-;-;-;-;-;-;-;13.7;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13.4;0;0
INNSWZ;20210909;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
INNSWZ;20210910;-;-;-;-;-;-;-;-;-;-;-;-;17.9;0;0;15.8;0;0;22.3;0;0;14.7;0;0;17.8;0;0;-;-;-;-;-;-;-;-;-;-;-;-
INNSWZ;20210911;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14.7;0;0
INNSWZ;20210912;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23.0;0;0;14.4;0;0;18.1;0;0;-;-;-;-;-;-;-;-;-;-;-;-
INNSWZ;20210913;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26.4;0;0;13.8;0;0;19.4;0;0;-;-;-;-;-;-;-;-;-;-;-;-
INNSWZ;20210914;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26.6;0;-8;14.6;0;-8;20.3;0;-8;26.6;0;-17;15.0;0;-17;23.1;0;-17;-;-;-
